135,3
202,2
1,1
8,1
17,6
102,1
103,4
109,9
114,11
116,1
117,5
125,1
128,2
130,1
131,4
132,1
136,7
137,1
139,1
141,3
142,3
143,1
194,1
196,2
215,1
242,2
1,2
5,44
8,2
13,3
17,4
21,6
22,3
64,3
68,1
73,3
85,25
88,1
90,1
99,2
100,1
102,1
110,5
112,2
115,1
119,70
122,2
126,9
130,18
171,4
173,10
185,7
194,7
195,7
202,3
204,2
205,6
208,6
213,11
221,1
225,4
226,2
227,1
240,3
249,27
256,6
258,7
1,1
6,4
8,4
9,1
12,4
13,4
15,2
28,4
32,14
51,1
59,5
63,1
64,1
66,3
83,2
87,3
91,8
92,6
93,2
94,2
99,4
102,1
107,1
109,4
112,1
115,1
126,2
138,8
173,3
214,2
217,1
225,3
240,1
1,2
3,4
9,2
10,2
15,5
16,3
19,19
32,1
42,2
53,1
54,5
68,1
72,5
77,3
83,2
85,3
88,3
91,6
93,2
100,3
103,4
109,1
110,2
120,4
126,1
138,6
150,1
173,1
188,1
204,1
205,3
208,3
214,1
225,2
227,1
1,1
9,2
10,1
60,1
71,1
104,1
128,3
202,2
1,6
8,2
14,1
31,2
35,1
44,1
48,3
49,7
53,4
60,9
74,1
75,1
76,4
78,7
92,1
100,10
104,1
106,12
108,4
109,7
110,2
111,1
112,2
136,1
138,2
202,2
210,2
1,6
2,2
10,1
32,10
59,1
60,4
61,1
83,1
91,6
92,1
100,12
108,4
131,1
135,2
1,1
3,1
6,7
64,5
66,2
68,7
124,1
194,5
196,2
204,2
1,4
53,2
64,6
68,4
106,2
112,1
194,5
196,3
2,1
6,1
116,4
125,4
127,7
136,12
137,2
139,13
209,1
6,1
15,1
55,1
66,7
101,3
104,1
138,1
2,2
3,3
4,44
6,3
12,2
15,1
17,2
21,5
22,5
64,2
68,5
86,1
87,25
92,1
94,1
96,5
112,1
117,2
118,70
120,2
126,7
130,13
131,2
132,5
133,1
138,3
139,1
171,5
173,8
185,3
194,5
195,7
202,5
204,2
212,15
225,10
227,3
240,2
242,2
248,27
256,9
257,1
258,7
259,1
262,5
6,4
11,5
12,6
15,3
35,1
48,5
49,5
54,1
60,12
64,1
66,8
71,1
74,1
75,2
76,8
78,3
101,12
103,7
104,6
115,1
117,4
121,3
138,1
139,2
202,3
210,2
6,4
9,1
11,5
12,9
19,7
54,2
55,1
60,5
61,1
72,2
77,1
91,3
115,4
128,1
133,1
135,1
194,1
19,2
60,1
91,2
217,1
13,1
16,1
242,1
16,2
19,1
20,2
43,1
54,1
71,6
16,4
64,2
72,2
73,1
16,5
17,1
60,3
63,8
71,1
101,1
16,6
20,1
28,2
59,4
63,1
66,1
69,1
72,1
122,1
16,4
28,4
33,1
53,1
56,1
58,1
59,2
69,1
70,1
72,3
84,1
122,1
240,1
16,1
17,1
18,7
20,2
27,3
41,3
43,4
55,9
57,3
60,5
71,11
72,2
102,2
117,1
7,12
14,10
16,3
18,11
19,7
42,3
44,1
47,10
49,1
51,3
54,4
59,1
69,3
76,2
83,2
91,1
92,1
210,1
241,1
10,4
16,1
59,4
64,1
242,2
7,1
16,2
84,1
94,1
210,2
16,2
71,4
7,1
32,6
60,2
91,1
241,1
28,1
111,1
135,1
151,2
28,2
31,5
32,1
33,1
43,1
92,1
28,1
30,1
33,1
28,5
48,1
59,6
67,2
68,2
91,1
122,1
212,1
28,3
31,2
53,1
60,7
67,7
28,1
30,8
31,14
33,1
39,4
43,3
46,7
53,3
58,12
60,5
62,3
107,1
206,1
7,2
14,2
28,1
64,1
78,1
7,8
14,6
19,1
28,2
30,11
32,10
44,6
48,1
51,4
56,4
57,1
77,4
78,1
84,1
92,4
217,1
9,3
28,2
69,1
72,4
94,1
237,1
242,1
28,2
35,3
53,1
70,1
214,1
28,1
31,3
67,1
28,1
60,1
93,3
128,1
135,1
146,1
149,1
150,2
151,1
226,1
42,1
43,1
55,7
57,2
72,4
18,1
41,1
63,1
64,1
72,1
84,1
41,1
78,1
126,1
138,2
172,2
173,1
185,1
186,2
207,3
218,2
7,4
14,7
19,1
33,3
35,1
36,10
39,1
41,6
42,4
51,1
72,3
77,5
88,1
92,3
94,4
18,10
24,8
25,8
27,9
30,10
35,4
36,10
37,7
39,9
41,4
42,10
44,7
46,8
47,9
48,11
49,4
50,14
51,12
52,11
57,6
61,10
62,6
65,5
74,3
75,3
76,3
78,2
86,9
88,3
90,9
94,5
97,1
98,29
105,4
113,4
131,4
133,4
134,5
143,24
152,1
153,15
154,15
155,15
156,15
157,15
158,15
159,15
160,10
161,29
162,29
163,29
164,29
165,29
166,29
167,29
168,29
169,22
170,22
176,10
177,10
178,14
179,10
180,31
181,10
182,10
183,10
184,8
188,6
189,10
190,25
192,25
193,22
196,5
197,10
198,8
200,2
201,8
203,2
205,7
208,7
210,5
211,4
215,5
220,29
222,8
228,8
231,22
232,25
233,22
234,29
235,25
238,23
239,10
245,10
246,8
247,30
250,8
251,1
252,1
254,22
255,18
263,18
264,18
265,18
266,18
267,18
268,18
269,25
270,25
271,15
272,25
273,15
274,25
275,15
276,29
277,29
278,29
279,22
280,10
281,18
282,18
283,4
284,8
285,11
286,1
287,1
288,1
289,1
290,1
291,1
292,1
293,1
294,1
295,1
32,3
43,1
51,1
58,7
59,5
7,9
14,10
20,4
24,7
32,3
42,2
46,8
51,4
54,2
59,2
62,1
83,4
88,4
210,1
7,5
14,6
19,2
32,2
35,2
42,1
49,1
51,4
63,3
64,2
67,1
70,1
88,3
91,2
94,1
131,2
133,1
215,5
7,7
14,5
25,1
32,1
42,3
48,2
51,1
53,1
63,1
68,2
70,1
88,3
91,5
93,1
94,3
131,1
133,3
210,1
211,2
215,1
27,1
31,2
32,2
33,1
37,1
39,2
42,1
55,4
58,2
60,1
62,1
63,2
71,5
7,1
30,1
39,1
59,1
67,1
70,3
19,2
27,1
31,3
51,2
55,4
57,1
58,3
67,2
71,2
31,1
51,1
70,7
88,1
100,1
104,2
106,1
18,1
23,2
55,2
60,3
63,6
72,6
55,3
72,2
226,1
32,2
58,1
60,1
68,1
70,1
91,2
241,1
8,1
20,2
31,4
33,1
54,1
58,1
63,9
64,2
67,5
68,1
71,2
103,1
196,1
58,1
62,1
86,3
90,4
97,1
58,3
59,1
96,1
64,2
63,2
68,2
96,1
130,1
226,4
27,2
31,3
39,2
60,1
63,2
67,1
71,1
105,5
113,3
196,1
210,1
63,2
84,4
94,1
104,5
202,1
32,1
60,1
70,1
3,1
67,2
96,1
130,2
207,3
225,2
34,2
59,5
60,3
67,1
59,2
67,1
20,1
19,2
60,1
64,1
84,1
91,1
94,1
217,3
2,2
7,1
19,1
35,3
96,1
113,4
133,1
134,4
138,1
214,1
223,3
7,6
8,1
14,9
17,2
19,3
21,3
22,2
32,1
76,2
77,1
83,4
91,1
115,3
131,2
210,2
213,6
219,1
2,1
7,10
14,8
19,4
21,4
22,3
32,1
35,1
65,1
77,2
78,4
83,1
91,1
131,3
133,5
212,6
219,2
237,1
7,7
14,12
15,2
19,4
21,1
22,1
32,3
54,4
74,1
91,1
107,2
210,2
219,1
19,1
72,2
7,13
14,3
22,2
32,3
91,1
92,3
102,2
133,1
236,1
237,1
54,1
56,3
92,1
94,2
126,2
207,1
47,1
69,2
92,1
173,1
20,3
33,3
64,1
59,1
62,1
64,1
72,2
2,3
13,2
17,1
43,4
53,1
66,2
84,1
87,2
99,4
102,4
107,3
112,3
117,6
118,1
120,1
121,1
122,1
124,1
126,4
130,4
131,2
133,2
138,1
173,9
194,1
200,1
202,4
203,5
204,5
206,1
207,6
214,1
216,10
225,4
227,4
242,5
22,1
59,1
64,1
84,1
109,5
121,1
138,2
196,1
199,2
219,1
236,2
3,2
15,1
43,3
53,1
54,1
70,1
85,2
88,1
94,2
99,1
102,5
107,4
110,3
111,2
112,7
115,3
119,1
120,5
122,2
126,16
130,5
131,5
133,3
150,2
173,6
199,2
200,8
202,5
204,6
205,3
206,16
207,5
208,3
216,1
225,2
242,4
59,1
68,2
70,1
110,2
143,1
151,2
215,1
7,1
14,1
59,1
70,1
241,1
21,2
70,1
72,1
103,4
106,1
124,1
138,3
237,1
54,1
72,1
120,2
126,2
131,1
133,1
240,2
60,1
91,1
17,1
37,1
64,3
72,3
73,1
132,1
146,1
217,1
7,1
